LLLLLLLLLLLLLL	0.9289121098774961
UUUUUUUUUUUUUU	0.032456609075976174
ULLLLLLLLLLLLL	0.011102535177818678
ULLLLLLULLLLLL	0.002078014605474084
ULLLLLULLLLLLL	0.0015238773773476617
ULLLLLLLULLLLL	0.001167646302123533
ULLLLULLLLLLLL	0.0010489026103821567
ULLLLLLLLULLLL	0.0007718339963189455
LLLLLLLLLLLLLU	0.0007322527657384868
LLLLLLLLLLLUUU	0.0006135090739971106
UUULLLLLLLLLLL	0.0005145559975459637
ULLLLLLLLLLLLU	0.0004947653822557343
LLLLLLLUUUUUUU	0.00047497476696550496
UUUUULLLLLLLLL	0.00047497476696550496
LLLLLLLLLLLLUU	0.0004551841516752756
ULULULULULULUL	0.0004551841516752756
UUUUUUULLLLLLL	0.0004353935363850462
UULLLLLLLLLLLL	0.00041560292109481684
ULLLLLLLLLULLL	0.0003958123058045875
UUUUUULLLLLLLL	0.0003958123058045875
UUUULLLLLLLLLL	0.0003958123058045875
UUUUUUUULLLLLL	0.00033644045993389937
LLLLLLLLLUUUUU	0.00031664984464366996
ULLLULLLLLLLLL	0.0002968592293534406
LLLLLLLLUUUUUU	0.00025727799877298184
LLLLLUUUUUUUUU	0.00025727799877298184
ULLLLULLLULLLL	0.00023748738348275248
LLLLLLULLLLLLL	0.0002176967681925231
LLLLLLLLULLLLL	0.00019790615290229374
LLLLLLLULLLLLL	0.00019790615290229374
UUUUUUUUULLLLL	0.00019790615290229374
ULLULLLLLULLLL	0.00017811553761206436
ULLLLULLULLLLL	0.00017811553761206436
LLLLLULLLLLLLL	0.00017811553761206436
ULLULLLLLLLLLL	0.00017811553761206436
ULLLULLLLLULLL	0.00015832492232183498
LLLLLLLLLLULLL	0.00015832492232183498
LLLLLLLLLLUUUU	0.00015832492232183498
ULLLLLLLLLLULL	0.00015832492232183498
ULLLLULULLLLLL	0.00013853430703160562
ULLLLULLLLLULL	0.00013853430703160562
LLLLLLUUUUUUUU	0.00013853430703160562
LLLLLLUULLLLLL	0.00013853430703160562
LLULLLLLLLLLLL	0.00013853430703160562
ULLLLLULULLLLL	0.00013853430703160562
ULLLULLLULLLLL	0.00013853430703160562
UUUUUUUUUULLLL	0.00011874369174137624
LULLLLLLLLLLUL	0.00011874369174137624
LLLLLLLLLLLULL	0.00011874369174137624
LUUUUUUUUUUUUU	0.00011874369174137624
LLLLLLLLLULLLL	0.00011874369174137624
LLLLULLLLLLLLL	0.00011874369174137624
LLLLLUULLLLLLL	0.00011874369174137624
ULLLULLULLLLLL	0.00011874369174137624
ULLLLLLULLLULL	9.895307645114687e-05
ULLLULULLULLLL	9.895307645114687e-05
ULLULLLULLLLLL	9.895307645114687e-05
LLLULLLLLLLLLL	9.895307645114687e-05
LLLLLLLLUULLLL	9.895307645114687e-05
UUUUUUUUUUUUUL	9.895307645114687e-05
ULLLLLULLULLLL	9.895307645114687e-05
LLLLLLLLLLLLUL	7.916246116091749e-05
LLLLUUULLLLLLL	7.916246116091749e-05
LULULULULULULU	7.916246116091749e-05
LLLLLLLLLLLULU	7.916246116091749e-05
UUUUULLLLLLUUU	7.916246116091749e-05
ULLLLULLLLULLL	7.916246116091749e-05
UUUUUULLLUUUUU	7.916246116091749e-05
UUULLLLLLLUUUU	7.916246116091749e-05
ULLLLLUULLLLLL	7.916246116091749e-05
ULLLLLULLLLULL	7.916246116091749e-05
ULLLLLULLLULLL	7.916246116091749e-05
ULLULLLULLULLL	5.937184587068812e-05
UULLLULLLULLLL	5.937184587068812e-05
ULLLLULLLLLUUU	5.937184587068812e-05
LLLLUUUUUUUUUU	5.937184587068812e-05
LLLUUUUUUUUUUU	5.937184587068812e-05
LLLLLLLUULLLLL	5.937184587068812e-05
LLUUUULLLLLLLL	5.937184587068812e-05
LUUUULLLLLLLLL	5.937184587068812e-05
UUUULLLLLUUUUU	5.937184587068812e-05
ULULLLLLLLLULU	5.937184587068812e-05
ULULLLLULLLLLL	5.937184587068812e-05
ULLLLLLLULULLL	5.937184587068812e-05
UUUULLLLUUUUUU	5.937184587068812e-05
ULLULLLLLLULLL	5.937184587068812e-05
UUULLLLLUUUUUU	5.937184587068812e-05
UUUUUUULLUUUUU	5.937184587068812e-05
UUUUULLLUUUUUU	5.937184587068812e-05
UUUUULLLLUUUUU	5.937184587068812e-05
ULLULLLLULLLLL	5.937184587068812e-05
ULLLLLLULLULLL	5.937184587068812e-05
UUUUUUUUUUULLL	5.937184587068812e-05
ULULLLLLLLLLLL	5.937184587068812e-05
ULLLULLLLULLLL	5.937184587068812e-05
ULLULLULLLLULL	5.937184587068812e-05
ULLLLLLULLLLLU	5.937184587068812e-05
UUUUUUUUUUUULL	5.937184587068812e-05
ULLLLLLLLLLLUU	5.937184587068812e-05
UULLLULLULULLL	5.937184587068812e-05
ULLLLULLLLULUL	5.937184587068812e-05
LUUUULUUULUUUU	3.9581230580458745e-05
UULLLUUUULLLLL	3.9581230580458745e-05
UULLLULULLLLLL	3.9581230580458745e-05
UULLUULLULULUL	3.9581230580458745e-05
ULLLLLULLLLUUU	3.9581230580458745e-05
UULLLLLLULLLLL	3.9581230580458745e-05
LLUUUUULLLLLLL	3.9581230580458745e-05
LLLLLUUULLLLLL	3.9581230580458745e-05
LLLULLLLLLLLLU	3.9581230580458745e-05
LLLLLLLLUUULLL	3.9581230580458745e-05
LLLLLLLLLLUUUL	3.9581230580458745e-05
LLLLUUUUULLLLL	3.9581230580458745e-05
LLLUUUUUULLLLL	3.9581230580458745e-05
LLLLLLLUUULLLL	3.9581230580458745e-05
LULLLULLLLLLLL	3.9581230580458745e-05
LLUUUUUUUUUUUU	3.9581230580458745e-05
LLLLLLUUULLLLL	3.9581230580458745e-05
ULULULLLLLLLLL	3.9581230580458745e-05
ULLLULLULLLULL	3.9581230580458745e-05
UULLLLULLLLLLL	3.9581230580458745e-05
ULLLLLULLLLLLU	3.9581230580458745e-05
ULLLULLLLLLULL	3.9581230580458745e-05
ULULLLLLLULLLL	3.9581230580458745e-05
ULLULLLLULULLL	3.9581230580458745e-05
ULLULLLULULLLL	3.9581230580458745e-05
ULLULLLLULLULL	3.9581230580458745e-05
ULLULLLLLLLULL	3.9581230580458745e-05
ULULULULLLLLLL	3.9581230580458745e-05
UULLLLLLLLLLUU	3.9581230580458745e-05
ULLLLLULLLLLUU	3.9581230580458745e-05
ULLLLULULLLULL	3.9581230580458745e-05
ULLLLUUULLLLLL	3.9581230580458745e-05
UUUUUUUUULLUUU	3.9581230580458745e-05
ULLLULLULLULLL	3.9581230580458745e-05
ULLLLLLLLUULLL	3.9581230580458745e-05
UUUULLLUUUUUUU	3.9581230580458745e-05
ULLLLLLULULULL	3.9581230580458745e-05
ULLLLLLUULLLLL	3.9581230580458745e-05
ULULLULLLLULLL	3.9581230580458745e-05
ULLLLLLULULLLL	3.9581230580458745e-05
UUULLLLUUULLLL	3.9581230580458745e-05
UUULLLLLLULLLU	3.9581230580458745e-05
UUUUUULLLLUUUU	3.9581230580458745e-05
UUUUUULUUUUUUU	3.9581230580458745e-05
ULLLLLLLLLUUUU	3.9581230580458745e-05
UUUULUUUULUUUU	3.9581230580458745e-05
LULLLLLLULLLLL	3.9581230580458745e-05
LLLLLLULLULLLL	1.9790615290229372e-05
LLUUUUULULULUU	1.9790615290229372e-05
LUUUUUULLLUUUU	1.9790615290229372e-05
LUULLULLLLLLUL	1.9790615290229372e-05
LLLLLLLULLLLLU	1.9790615290229372e-05
LLULULUULULULL	1.9790615290229372e-05
LLULLLLLLLLULL	1.9790615290229372e-05
LULLLLULLLLLUL	1.9790615290229372e-05
LULULLLLLLLLUL	1.9790615290229372e-05
LULLULLLULLLLL	1.9790615290229372e-05
LLLLUULLLLUUUU	1.9790615290229372e-05
LLLLLLLUUUULLL	1.9790615290229372e-05
LLLUULLLLLLLLU	1.9790615290229372e-05
LLLUUUUULLLLLL	1.9790615290229372e-05
LLUUUULLLLLLUU	1.9790615290229372e-05
LLUUUUUULLLLLL	1.9790615290229372e-05
LUUULUUUULUUUU	1.9790615290229372e-05
LLLLLLLULLULLL	1.9790615290229372e-05
LLLLUUUULLLLUU	1.9790615290229372e-05
LLLLUUUUUULLLL	1.9790615290229372e-05
LLLLUULLLLLUUU	1.9790615290229372e-05
LLLLLLLLLUULLL	1.9790615290229372e-05
LLLLUUUULUUUUU	1.9790615290229372e-05
LLLLLLLLULLULL	1.9790615290229372e-05
LUUUUUULUUUUUU	1.9790615290229372e-05
LLLUUUUUUULLLL	1.9790615290229372e-05
LLLLLLLULULULU	1.9790615290229372e-05
LLLLLLLLUULUUU	1.9790615290229372e-05
LLLLLUUUUUUULL	1.9790615290229372e-05
LUULLLLULLLLUL	1.9790615290229372e-05
LLLLUUUULLLLLL	1.9790615290229372e-05
LLLLUULLLUULUU	1.9790615290229372e-05
LLLULULLLLLLLL	1.9790615290229372e-05
LLUUUUULLUUUUU	1.9790615290229372e-05
LULLLULLULLLLL	1.9790615290229372e-05
LUUUUUUUULUUUL	1.9790615290229372e-05
LLULLULLLLLLLL	1.9790615290229372e-05
LLLLUULLLLLLLU	1.9790615290229372e-05
LLLUUULLLLLLLL	1.9790615290229372e-05
LLUULLLULLLULL	1.9790615290229372e-05
LLLLUUUUUUULLL	1.9790615290229372e-05
LLLLLUUUUUULLL	1.9790615290229372e-05
LULLLLLLLLLLLL	1.9790615290229372e-05
LUUUULLLUUUUUU	1.9790615290229372e-05
LUUUULUUUULUUU	1.9790615290229372e-05
LUUULLUUUUUUUU	1.9790615290229372e-05
LLLLLLLLLLULLU	1.9790615290229372e-05
LUUUUULUUUUUUU	1.9790615290229372e-05
LLULLLLLULLLLL	1.9790615290229372e-05
LLLLUULLLLLLLL	1.9790615290229372e-05
LULLLLULLLLLLL	1.9790615290229372e-05
LLLLLLULLLLLLU	1.9790615290229372e-05
LULULULLULLULU	1.9790615290229372e-05
