9	2456148
10	2428511
11	2204815
8	2134756
12	1944239
7	1667809
13	1665546
14	1392633
6	1174066
15	1166255
16	978421
17	827282
18	706236
5	700743
19	602506
20	513998
21	437146
22	368008
4	355485
23	305131
24	248945
25	205973
26	176102
27	153221
28	134248
3	120609
29	115445
30	96114
31	76947
32	60554
33	45793
-1	41483
34	34975
35	27079
36	21008
2	18687
37	16626
38	13200
39	10463
40	8263
41	6702
42	5262
43	4272
44	3527
45	2819
46	2311
1	2222
47	1834
48	1531
49	1230
50	868
51	708
52	552
53	408
54	304
55	229
56	163
57	163
0	149
58	135
59	106
60	87
61	69
62	49
63	41
65	26
64	25
66	13
67	12
68	7
70	4
69	3
71	2
74	1
79	1
75	1
