5	2803168
6	2777582
7	2763152
8	2683275
9	2537910
10	2319109
11	2042797
4	1991894
12	1699789
3	1554640
13	1411973
2	1217144
14	1156204
15	939491
1	767649
16	760049
17	609751
18	491644
19	394964
20	318772
21	253022
22	203406
23	163395
24	131435
25	106507
26	87184
27	71218
28	59117
-1	49023
29	48354
30	39714
31	31781
32	24949
33	19747
34	15322
35	12379
36	9637
37	7711
38	6006
39	4829
40	3768
41	2973
42	2335
43	1767
44	1374
45	1162
46	854
47	620
48	509
49	422
50	297
51	248
52	163
53	145
54	120
55	71
56	64
57	48
58	37
59	36
61	15
60	14
62	13
63	11
64	9
65	5
67	5
70	4
68	4
71	3
66	3
69	3
79	1
72	1
